"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","17620","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","18006","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","18508","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","18304","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","17189","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","18215","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","18049","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62788186","9.1.27","19071","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","11213","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","10467","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","10819","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","11308","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","11164","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","10759","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","11253","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","10839","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62788187","9.1.28","11678","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7294","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7149","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7186","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7198","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7139","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","6430","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","6969","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7305","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62788188","9.1.29","7424","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","47858","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","44894","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","46250","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","46937","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","46225","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","42223","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","43862","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","45968","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62788189","9.1.30","47288","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","21576","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","19186","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","20244","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","20786","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","19641","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","17344","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","18823","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","21220","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62788190","9.1.31","21188","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","18490","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","16196","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","17352","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","17737","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","16630","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","14934","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","16380","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","18022","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62788191","9.1.32","17685","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","3079","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","2996","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","2892","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","3049","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","3010","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","2418","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","2459","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","3220","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62788192","9.1.33","3537","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","26309","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","25713","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","26006","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","26151","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","26596","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","24922","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","25045","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","24810","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62788193","9.1.34","26140","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","11243","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","11183","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","10833","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","10825","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","11198","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","11361","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","11229","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","10684","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62788194","9.1.35","11154","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","15074","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","14545","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","15173","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","15326","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","15395","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","13589","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","13848","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","14261","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62788195","9.1.36","15154","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","-79","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","131","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","53","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","-14","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","-26","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","11","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","38","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","57","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62788196","9.1.37","56","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","78293","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","78232","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","80257","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","81590","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","81221","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","77761","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","75722","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","81201","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788197","9.1.38","83105","","","","0"
"2015","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","76328","","","","0"
"2016","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","73677","","","","0"
"2017","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","75740","","","","0"
"2018","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","76296","","","","0"
"2019","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","74972","","","","0"
"2020","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","69707","","","","0"
"2021","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","72755","","","","0"
"2022","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","75354","","","","0"
"2023","Saskatchewan","2016A000247","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62788198","9.1.39","77634","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","206646","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","208493","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","214522","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","219333","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","219670","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","208764","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","218392","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","224920","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62788277","10.1.1","232541","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","150554","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","150024","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","154356","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","157123","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","157750","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","147478","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","155758","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","160373","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62788278","10.1.2","165655","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","63849","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","62571","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","65159","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","65947","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","65488","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","63444","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","66787","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","66311","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62788279","10.1.3","68571","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","19228","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","18318","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","19734","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","19784","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","19180","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","17732","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","19285","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","18917","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62788280","10.1.4","20050","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","10951","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","10768","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","10928","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","11080","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","11166","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","9904","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","11592","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","11916","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62788281","10.1.5","12176","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","33670","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","33486","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","34497","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","35081","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","35131","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","35752","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","35941","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","35547","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62788282","10.1.6","36430","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","86716","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","87449","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","89197","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","91179","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","92270","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","84018","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","88963","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","94261","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Services","Dollars","81","millions","6","v62788283","10.1.7","97280","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3136","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3301","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3310","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3429","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3624","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3439","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3471","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3591","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62788284","10.1.8","3723","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","52958","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","55168","","","","0"
"2017","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","56856","","","","0"
"2018","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","58785","","","","0"
"2019","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","58298","","","","0"
"2020","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","57810","","","","0"
"2021","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","59146","","","","0"
"2022","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","60939","","","","0"
"2023","Alberta","2016A000248","Chained (2017) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62788285","10.1.9","63147","","","","0"
"2015","Alberta","2016A000248","Chained (2017) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62788286","10.1.10","112731","","","","0"
"2016","Alberta","2016A000248","Chained (2017) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62788286","10.1.10","91260","","","","0"
