"REF_DATE","GEO","DGUID","Seasonal adjustment","Prices","North American Industry Classification System (NAICS)","Release","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","42722","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","42018","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","41317","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40831","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40396","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40109","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39753","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","38940","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","38957","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","38532","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","38012","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","37706","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","38302","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","38815","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39255","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39335","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39475","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39596","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39711","","","","0"
"2024-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","39903","","","","0"
"2024-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40167","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40284","","","","0"
"2024-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40455","","","","0"
"2024-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40633","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40694","","","","0"
"2024-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40583","","","","0"
"2024-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","July 31, 2025","Dollars","81","millions","6","v1775348712","1.1.1.20.126","40533","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41062","","","","0"
"2020-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41370","","","","0"
"2020-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41743","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41067","","","","0"
"2020-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41572","","","","0"
"2020-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41891","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","42092","","","","0"
"2020-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","42035","","","","0"
"2020-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41661","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41352","","","","0"
"2020-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40780","","","","0"
"2020-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39827","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39063","","","","0"
"2021-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38103","","","","0"
"2021-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","37180","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","36565","","","","0"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","36179","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","35435","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","33933","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","32168","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","31688","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","32228","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","33643","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","35543","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","36558","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","37621","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38531","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39245","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39946","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40415","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41554","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","43164","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","43209","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","42722","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","42018","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","41317","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40831","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40396","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40109","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39753","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38940","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38957","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38532","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38012","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","37706","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38302","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","38815","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39255","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39325","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39474","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39570","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39691","","","","0"
"2024-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","39888","","","","0"
"2024-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40132","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40274","","","","0"
"2024-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40442","","","","0"
"2024-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40609","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40653","","","","0"
"2024-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40583","","","","0"
"2024-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","June 27, 2025","Dollars","81","millions","6","v1707067397","1.1.1.20.125","40530","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41062","","","","0"
"2020-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41370","","","","0"
"2020-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41743","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41067","","","","0"
"2020-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41572","","","","0"
"2020-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41891","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","42092","","","","0"
"2020-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","42035","","","","0"
"2020-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41661","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41352","","","","0"
"2020-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","40780","","","","0"
"2020-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","39827","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","39063","","","","0"
"2021-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","38103","","","","0"
"2021-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","37180","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","36565","","","","0"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","36179","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","35435","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","33933","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","32168","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","31688","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","32228","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","33643","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","35543","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","36558","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","37621","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","38531","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","39245","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","39946","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","40415","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41554","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","43164","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","43209","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","42722","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","42018","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","41317","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","40831","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","40396","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","40109","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Agriculture, forestry, fishing and hunting [11]","May 30, 2025","Dollars","81","millions","6","v1675434684","1.1.1.20.124","39753","","","","0"
