transaction_date,prod_code,store_label,stock_level,qty_sold,qty_ordered,forecasted_demand,unit_price,discount_percent,weather_type,promo_flag,competitor_price,season,revenue
2022-02-12,P0027,S046,301,285,471,341.34,50.45,25,Rainy,0,56.69,Winter,10782.69
2022-11-15,P0017,S010,52,237,317,305.02,45.53,10,Cloudy,1,43.78,Winter,9711.82
2022-04-06,P0013,S087,286,135,177,143.36,91.15,0,Foggy,0,81.12,Winter,12305.62
2022-09-13,P0023,S085,298,273,457,313.23,11.01,0,Rainy,0,10.01,Winter,3005.16
2022-12-23,P0030,S041,420,431,473,449.02,83.82,5,Rainy,0,76.96,Winter,34319.05
2022-12-07,P0028,S097,379,316,350,408.36,21.65,20,Foggy,0,23.62,Summer,5474.24
2022-01-12,P0025,S067,388,121,203,148.76,47.04,20,Sunny,0,45.71,Summer,4553.77
2022-10-22,P0028,S057,306,426,467,432.9,45.27,25,Cloudy,1,48.02,Spring,14462.44
2022-10-20,P0026,S068,123,415,471,538.26,84.1,25,Rainy,0,70.08,Summer,26176.11
2022-12-10,P0009,S011,473,265,388,241.09,46.62,5,Foggy,0,55.48,Autumn,11736.72
2022-04-30,P0029,S069,243,456,645,512.93,11.49,5,Snowy,0,11.7,Winter,4977.62
2022-06-08,P0020,S056,207,265,289,323.31,69.73,5,Rainy,0,74.29,Spring,17555.38
2022-09-25,P0011,S095,380,74,119,82.67,79.12,0,Sunny,0,72.4,Summer,5854.81
2022-06-07,P0018,S017,284,152,166,186.6,20.44,0,Cloudy,1,17.86,Summer,3106.27
2022-12-30,P0003,S022,461,170,184,209.74,79.89,0,Rainy,0,85.95,Autumn,13581.57
2022-03-01,P0014,S097,235,145,212,121.0,58.54,0,Rainy,0,68.67,Spring,8487.86
2022-09-24,P0010,S092,82,442,605,434.18,48.64,25,Cloudy,0,40.42,Spring,16122.97
2022-03-02,P0013,S096,162,436,492,359.42,91.75,0,Sunny,0,108.32,Autumn,40003.08
2022-10-27,P0015,S002,342,35,191,32.99,34.34,5,Sunny,0,40.32,Spring,1141.68
2022-12-12,P0014,S074,194,402,495,454.88,61.32,0,Cloudy,0,60.27,Winter,24652.48
2022-04-07,P0030,S090,290,495,606,503.14,31.15,20,Foggy,0,36.87,Summer,12336.23
2022-09-26,P0018,S060,337,228,238,266.49,60.84,0,Rainy,0,55.0,Autumn,13870.91
2022-03-23,P0008,S099,242,447,449,434.28,38.01,5,Rainy,1,40.7,Autumn,16140.78
2022-05-13,P0012,S041,346,314,468,266.73,91.0,0,Foggy,0,84.61,Spring,28573.25
2022-10-16,P0002,S024,491,200,297,192.56,76.15,0,Cloudy,1,61.64,Autumn,15230.29
2022-03-31,P0021,S093,488,305,447,287.23,54.26,0,Foggy,0,47.47,Winter,16549.83
2022-08-29,P0012,S097,84,235,371,194.84,36.99,15,Sunny,0,38.12,Winter,7388.8
2022-07-09,P0019,S083,188,212,405,201.65,54.73,5,Cloudy,0,59.34,Autumn,11023.41
2022-09-19,P0005,S031,378,162,333,136.5,44.64,20,Foggy,1,43.26,Autumn,5785.84
2022-08-19,P0020,S065,423,7,40,6.34,78.71,15,Foggy,1,85.61,Spring,468.32
2022-05-24,P0007,S033,357,368,510,334.62,33.53,0,Cloudy,1,31.83,Spring,12339.38
2022-07-14,P0027,S019,471,173,347,212.55,90.26,0,Foggy,0,85.85,Spring,15614.57
2022-09-07,P0008,S049,148,58,252,49.76,42.97,0,Sunny,0,36.63,Spring,2492.27
2022-11-02,P0002,S021,448,7,111,8.25,73.88,25,Rainy,0,86.39,Autumn,387.89
2022-05-02,P0026,S099,202,488,624,556.55,44.83,5,Rainy,0,40.66,Winter,20782.99
2022-08-04,P0023,S093,252,209,209,222.89,92.05,25,Snowy,0,77.17,Summer,14429.08
2022-05-27,P0004,S083,358,392,541,456.19,69.74,15,Snowy,0,80.1,Winter,23236.06
2022-03-12,P0027,S011,484,378,453,308.0,89.33,5,Sunny,0,97.38,Winter,32078.08
2022-06-23,P0015,S074,87,135,284,150.77,39.36,20,Snowy,0,36.41,Autumn,4250.51
2022-08-02,P0009,S019,434,194,201,239.76,59.41,10,Foggy,0,57.97,Spring,10372.81
2022-12-11,P0007,S018,377,280,467,247.69,44.52,5,Sunny,0,51.0,Spring,11841.7
2022-10-24,P0006,S051,153,443,464,434.73,37.04,20,Cloudy,0,32.26,Spring,13127.66
2022-08-21,P0016,S059,240,37,85,44.67,84.29,25,Cloudy,0,78.86,Spring,2338.93
2022-09-07,P0026,S093,202,265,278,298.95,26.5,25,Snowy,0,29.3,Spring,5265.96
2022-04-05,P0030,S030,76,319,433,263.67,11.42,0,Snowy,0,10.04,Winter,3644.4
2022-08-14,P0016,S009,68,171,361,137.9,15.56,0,Snowy,0,15.51,Winter,2659.92
2022-10-21,P0019,S015,342,7,126,6.67,31.47,0,Foggy,1,35.63,Winter,220.27
2022-05-30,P0028,S075,365,246,430,238.25,13.52,20,Rainy,0,13.45,Summer,2660.32
2022-03-25,P0010,S068,168,431,442,365.11,57.46,0,Sunny,0,58.83,Summer,24767.12
2022-05-31,P0014,S039,485,285,456,370.32,50.63,5,Sunny,0,59.95,Spring,13706.72
2022-03-13,P0017,S035,66,8,61,6.91,86.08,20,Cloudy,0,79.98,Spring,550.88
2022-06-30,P0028,S068,418,132,312,160.09,44.74,10,Sunny,0,38.88,Spring,5315.12
2022-11-09,P0014,S032,348,324,388,275.32,55.92,15,Cloudy,1,48.9,Autumn,15399.51
2022-02-06,P0010,S014,483,402,425,348.44,22.24,0,Snowy,0,18.33,Summer,8941.79
2022-08-15,P0017,S075,239,417,588,336.93,79.77,0,Cloudy,0,80.16,Spring,33264.04
2022-12-05,P0017,S030,215,219,228,274.91,50.61,0,Rainy,1,48.84,Winter,11083.78
2022-03-28,P0005,S025,285,428,552,402.5,73.01,10,Cloudy,0,66.27,Spring,28125.08
2022-12-28,P0016,S070,216,329,454,267.76,33.4,5,Foggy,0,36.74,Summer,10440.66
2022-03-17,P0012,S076,253,348,456,295.09,68.52,5,Cloudy,1,72.1,Summer,22651.47
2022-03-10,P0022,S049,229,370,498,393.26,20.54,0,Rainy,1,23.93,Summer,7600.5
2022-10-31,P0024,S011,246,176,276,191.13,15.19,25,Snowy,0,17.7,Summer,2005.14
2022-07-27,P0015,S007,184,178,291,184.23,84.76,5,Foggy,0,88.14,Spring,14333.71
2022-09-22,P0019,S014,407,136,249,169.64,82.68,0,Snowy,0,82.01,Spring,11244.1
2022-09-25,P0011,S003,345,466,519,401.08,74.74,25,Foggy,1,73.06,Summer,26121.01
2022-11-13,P0025,S040,194,190,194,241.52,23.86,10,Sunny,0,25.69,Autumn,4079.64
2022-01-29,P0005,S056,126,266,459,337.0,83.24,25,Snowy,0,93.09,Winter,16605.45
2022-08-22,P0030,S094,352,107,142,118.33,31.91,0,Cloudy,1,33.92,Winter,3414.12
2022-10-12,P0028,S009,223,386,527,374.67,25.51,5,Cloudy,0,24.99,Spring,9355.2
2022-03-10,P0026,S032,125,418,543,360.21,28.22,5,Snowy,0,29.81,Summer,11205.95
2022-05-20,P0004,S048,62,345,491,384.32,15.66,0,Rainy,0,17.9,Spring,5403.4
2022-05-08,P0008,S081,395,119,127,140.4,49.49,5,Rainy,0,46.25,Winter,5594.95
2022-06-07,P0016,S054,448,5,135,5.46,25.93,20,Rainy,0,25.12,Autumn,103.71
2022-07-06,P0007,S073,342,102,147,85.62,15.74,10,Sunny,0,17.47,Autumn,1445.18
2022-11-11,P0026,S041,121,80,274,83.13,78.46,0,Snowy,0,86.01,Winter,6277.16
2022-03-29,P0006,S030,171,227,362,283.89,11.31,0,Snowy,0,12.6,Spring,2566.92
2022-03-31,P0008,S074,213,497,652,427.27,62.49,0,Cloudy,1,71.84,Winter,31059.66
2022-03-24,P0022,S046,463,57,216,54.02,47.51,0,Foggy,0,49.33,Winter,2708.11
2022-08-15,P0024,S078,437,270,373,228.32,61.63,5,Sunny,0,56.17,Summer,15807.18
2022-05-30,P0014,S069,324,205,273,230.63,31.88,5,Foggy,0,33.19,Winter,6208.8
2022-02-14,P0002,S061,315,180,264,183.68,84.53,25,Cloudy,0,80.3,Summer,11411.31
2022-02-26,P0023,S023,97,350,365,416.06,79.19,25,Rainy,0,80.37,Winter,20788.15
2022-02-28,P0002,S062,265,452,526,575.3,80.33,0,Cloudy,0,75.85,Autumn,36309.29
2022-08-18,P0017,S041,454,41,107,37.45,15.47,15,Sunny,0,15.4,Winter,539.0
2022-03-18,P0026,S093,292,212,222,246.58,81.17,10,Foggy,0,79.06,Summer,15486.38
2022-12-13,P0019,S024,133,296,410,254.86,14.83,20,Foggy,0,16.72,Summer,3512.79
2022-02-19,P0002,S018,106,277,359,289.19,14.81,5,Snowy,0,16.22,Autumn,3896.52
2022-12-17,P0018,S049,427,301,305,281.58,42.02,20,Snowy,0,36.39,Autumn,10119.14
2022-08-23,P0005,S026,420,253,444,229.1,41.98,0,Snowy,0,48.29,Autumn,10622.15
2022-01-31,P0015,S082,412,9,66,9.0,24.35,0,Sunny,0,29.17,Summer,219.17
2022-09-10,P0004,S026,458,364,496,394.27,92.78,5,Sunny,0,91.21,Autumn,32084.67
2022-10-05,P0029,S054,305,192,328,249.12,37.95,10,Rainy,0,42.23,Spring,6558.19
2022-05-07,P0010,S019,470,119,278,144.79,82.94,15,Snowy,0,86.33,Spring,8389.31
2022-04-21,P0017,S015,152,66,205,77.51,31.05,15,Sunny,0,28.41,Autumn,1741.64
2022-09-01,P0016,S089,267,355,380,321.11,69.97,0,Rainy,0,59.33,Autumn,24840.87
2022-07-16,P0010,S006,447,433,546,438.37,61.31,5,Rainy,0,50.87,Autumn,25218.37
2022-10-19,P0010,S003,52,337,392,270.27,30.14,5,Foggy,1,32.5,Summer,9647.97
2022-01-30,P0020,S011,243,162,335,198.33,56.06,0,Snowy,0,60.06,Spring,9082.46
2022-06-10,P0003,S041,392,299,457,268.93,20.0,0,Cloudy,0,17.79,Autumn,5980.83
2022-06-22,P0019,S094,481,332,406,357.59,66.41,0,Cloudy,1,54.82,Autumn,22046.77
2022-08-30,P0015,S075,295,129,147,145.15,69.12,25,Sunny,0,72.2,Winter,6687.18
2022-10-23,P0019,S023,187,213,299,208.72,71.03,25,Sunny,0,74.3,Winter,11346.34
2022-02-19,P0003,S015,249,80,228,89.55,95.07,15,Cloudy,0,104.15,Autumn,6465.0
2022-11-18,P0027,S038,391,66,69,73.73,61.58,0,Snowy,0,54.2,Spring,4064.35
2022-02-20,P0008,S044,315,314,338,273.49,11.0,25,Cloudy,0,9.78,Autumn,2589.99
2022-12-05,P0001,S028,57,76,196,86.15,60.86,10,Cloudy,0,61.77,Summer,4162.66
2022-11-18,P0004,S014,278,100,249,85.98,76.56,5,Foggy,1,89.36,Autumn,7273.33
2022-06-06,P0005,S032,227,465,536,584.6,18.56,5,Snowy,1,18.71,Summer,8200.54
2022-08-27,P0019,S024,492,78,206,92.66,80.79,5,Rainy,0,78.78,Spring,5986.77
2022-07-31,P0020,S083,463,58,133,72.27,73.26,5,Rainy,0,81.27,Spring,4036.51
2022-10-30,P0019,S032,150,228,339,213.73,92.1,10,Sunny,1,85.26,Spring,18899.68
2022-05-19,P0019,S023,134,368,458,430.15,68.13,10,Foggy,1,71.9,Spring,22564.25
2022-01-13,P0016,S051,94,326,510,410.31,95.31,25,Rainy,1,105.95,Summer,23303.89
2022-06-23,P0011,S051,485,489,584,601.85,35.83,0,Snowy,1,32.03,Winter,17520.28
2022-02-08,P0006,S029,193,3,129,2.51,21.21,0,Snowy,0,19.07,Summer,63.62
2022-09-10,P0013,S051,244,344,498,421.35,65.22,20,Cloudy,0,64.75,Winter,17947.57
2022-06-02,P0004,S002,160,348,365,332.45,25.03,0,Cloudy,0,26.26,Summer,8711.4
2022-12-29,P0029,S022,295,27,219,34.53,60.0,15,Snowy,0,57.97,Summer,1376.9
2022-12-09,P0027,S035,281,7,100,8.55,83.26,0,Snowy,1,99.9,Spring,582.79
2022-03-03,P0026,S092,465,316,445,256.1,48.59,0,Rainy,0,49.2,Autumn,15355.65
2022-08-24,P0024,S021,295,113,113,129.98,48.03,10,Cloudy,1,47.7,Winter,4884.25
2022-10-08,P0010,S096,262,192,387,161.2,75.86,5,Foggy,0,79.5,Summer,13836.53
2022-02-27,P0026,S036,179,214,250,227.15,13.54,5,Snowy,0,12.41,Winter,2753.49
2022-06-26,P0026,S079,132,11,56,9.63,81.68,10,Snowy,1,84.23,Spring,808.64
2022-01-08,P0025,S080,472,313,401,254.22,18.87,10,Snowy,1,18.24,Winter,5315.46
2022-03-27,P0018,S084,222,350,361,309.49,39.13,15,Foggy,0,34.58,Autumn,11642.27
2022-10-10,P0006,S095,176,309,486,290.17,43.84,20,Rainy,0,40.3,Summer,10836.84
2022-07-26,P0015,S047,85,349,517,381.92,42.23,0,Cloudy,0,47.4,Spring,14739.84
2022-07-12,P0002,S089,350,17,144,18.02,16.41,15,Rainy,1,15.26,Summer,237.13
2022-01-26,P0018,S085,186,88,136,85.96,89.42,10,Sunny,0,79.6,Spring,7081.84
2022-03-31,P0026,S087,397,197,391,164.43,95.55,5,Foggy,0,104.57,Winter,17881.39
2022-09-06,P0024,S008,390,272,275,264.91,42.46,15,Snowy,0,37.77,Summer,9815.72
2022-09-27,P0022,S067,478,498,610,515.44,63.32,5,Sunny,0,58.05,Spring,29958.68
2022-09-25,P0003,S017,408,134,210,119.76,46.97,0,Sunny,0,51.44,Spring,6294.11
2022-09-12,P0014,S046,467,461,591,583.52,14.16,15,Rainy,0,14.87,Spring,5548.8
2022-09-05,P0019,S063,292,82,269,78.09,19.32,0,Foggy,1,18.39,Autumn,1583.97
2022-02-21,P0004,S087,208,499,650,443.79,97.38,0,Sunny,1,95.01,Summer,48592.56
2022-11-27,P0007,S029,365,488,652,614.19,15.01,0,Foggy,1,15.9,Spring,7322.51
2022-03-20,P0024,S059,314,441,618,465.86,11.15,15,Rainy,1,11.85,Summer,4179.21
2022-06-22,P0028,S067,387,65,103,78.17,70.59,5,Rainy,0,81.64,Spring,4358.86
2022-11-05,P0028,S006,89,336,373,278.61,47.9,10,Snowy,0,44.44,Autumn,14484.15
2022-07-01,P0028,S041,104,15,45,12.89,52.07,0,Foggy,1,59.16,Summer,781.04
2022-10-31,P0028,S027,232,98,224,111.43,71.82,0,Foggy,0,63.84,Winter,7038.38
2022-01-06,P0020,S035,278,434,445,365.32,51.59,10,Foggy,0,57.01,Autumn,20152.97
2022-07-04,P0009,S085,337,112,284,92.69,96.23,20,Snowy,0,90.29,Spring,8622.05
2022-07-07,P0030,S068,434,224,287,221.34,83.54,20,Sunny,0,74.67,Spring,14969.52
2022-03-05,P0025,S069,216,141,312,169.67,67.51,5,Foggy,0,67.28,Summer,9042.37
2022-04-21,P0017,S021,455,440,465,513.78,90.91,5,Snowy,1,82.66,Spring,38000.41
2022-02-11,P0016,S080,191,406,588,334.86,76.32,15,Cloudy,1,89.08,Summer,26337.54
2022-01-18,P0018,S023,137,62,72,71.59,34.16,0,Rainy,0,38.57,Winter,2118.23
2022-09-07,P0017,S011,311,319,407,339.49,16.05,0,Snowy,1,14.17,Winter,5121.11
2022-11-09,P0005,S073,310,79,238,77.26,12.33,0,Cloudy,0,14.75,Winter,974.19
2022-06-28,P0002,S050,430,305,390,358.63,46.1,0,Sunny,0,39.63,Spring,14059.68
2022-03-01,P0021,S063,176,194,209,195.68,32.63,10,Cloudy,0,31.87,Summer,5697.38
2022-10-20,P0024,S092,437,217,368,250.94,28.73,0,Snowy,0,24.23,Summer,6235.17
2022-11-01,P0011,S094,251,449,485,519.0,95.54,0,Cloudy,0,87.19,Spring,42896.88
2022-09-25,P0005,S004,468,93,232,101.29,89.27,0,Rainy,1,89.62,Autumn,8302.11
2022-09-23,P0006,S010,440,41,106,40.75,45.83,0,Rainy,0,44.21,Spring,1879.04
2022-03-12,P0009,S080,128,355,384,308.05,18.59,15,Sunny,0,18.28,Winter,5608.53
2022-09-10,P0003,S009,63,442,507,515.26,88.46,25,Cloudy,0,76.84,Autumn,29323.58
2022-02-10,P0015,S005,366,410,421,395.44,76.94,0,Snowy,1,61.7,Winter,31544.01
2022-03-15,P0001,S068,361,243,276,307.84,20.37,0,Foggy,0,19.65,Autumn,4949.15
2022-05-20,P0012,S080,196,123,214,101.84,60.82,5,Rainy,1,60.04,Autumn,7106.71
2022-01-12,P0008,S036,159,355,367,296.22,61.64,5,Sunny,0,50.03,Autumn,20788.62
2022-09-21,P0029,S095,438,24,216,25.86,88.2,20,Sunny,0,91.76,Autumn,1693.45
2022-10-20,P0015,S056,491,73,145,90.92,11.0,0,Rainy,0,11.18,Spring,803.03
2022-03-29,P0008,S067,289,177,200,146.68,65.86,0,Cloudy,0,55.63,Winter,11656.36
2022-10-04,P0014,S064,291,315,485,369.21,14.93,10,Rainy,0,13.89,Autumn,4233.31
2022-03-22,P0005,S046,201,426,483,373.17,19.72,20,Snowy,0,17.25,Winter,6722.02
2022-05-16,P0026,S091,483,260,389,303.44,21.64,5,Rainy,1,24.08,Spring,5344.9
2022-05-01,P0025,S087,320,493,651,619.5,75.29,15,Sunny,0,77.6,Autumn,31551.92
2022-04-21,P0026,S087,485,95,103,109.51,73.09,10,Foggy,0,69.2,Autumn,6249.06
2022-12-19,P0015,S010,443,74,125,76.82,89.46,10,Rainy,1,76.83,Winter,5957.9
2022-03-25,P0002,S022,59,1,170,1.03,84.58,0,Snowy,1,76.31,Summer,84.58
2022-11-16,P0009,S049,339,251,430,299.79,58.8,0,Foggy,1,55.9,Autumn,14758.43
2022-10-25,P0009,S098,372,5,32,4.45,50.68,10,Snowy,0,47.85,Autumn,228.07
2022-05-05,P0017,S078,235,321,470,270.64,42.6,0,Rainy,0,48.92,Winter,13674.25
2022-03-05,P0017,S078,91,407,465,440.16,34.49,10,Cloudy,1,32.09,Winter,12633.32
2022-08-23,P0002,S047,188,165,245,149.11,36.65,20,Cloudy,0,43.18,Summer,4838.32
2022-04-25,P0009,S019,485,269,353,264.88,97.38,0,Foggy,0,113.02,Autumn,26196.13
2022-01-27,P0013,S050,204,248,433,226.01,50.21,0,Rainy,0,47.2,Summer,12452.64
2022-05-31,P0015,S095,377,77,98,91.76,52.52,25,Rainy,0,56.05,Summer,3033.21
2022-01-04,P0020,S058,253,490,682,562.5,88.76,0,Rainy,0,73.51,Spring,43490.56
2022-05-01,P0004,S013,64,288,461,338.17,58.58,0,Foggy,0,47.43,Summer,16871.29
2022-01-11,P0011,S074,421,112,151,112.2,32.05,5,Cloudy,0,37.48,Autumn,3409.86
2022-09-01,P0026,S081,165,346,363,348.11,20.72,5,Snowy,0,19.16,Spring,6812.16
2022-06-30,P0004,S098,51,165,227,175.12,59.15,10,Cloudy,0,69.79,Autumn,8783.13
2022-02-10,P0008,S038,339,225,321,236.88,65.84,0,Foggy,1,73.09,Winter,14814.76
2022-03-02,P0027,S056,429,494,690,478.32,34.03,15,Sunny,0,32.89,Spring,14289.66
2022-03-21,P0010,S066,114,34,116,36.98,13.09,0,Sunny,0,13.76,Winter,445.19
2022-11-07,P0017,S088,272,274,326,263.08,77.02,15,Snowy,1,72.6,Summer,17937.63
2022-07-17,P0023,S004,127,103,122,83.56,93.78,0,Cloudy,0,97.5,Spring,9659.38
2022-05-22,P0020,S017,123,18,131,17.77,82.0,20,Cloudy,1,97.37,Autumn,1180.77
2022-10-14,P0001,S066,189,273,428,243.97,41.24,0,Foggy,0,45.35,Spring,11258.63
2022-11-04,P0006,S017,378,48,96,48.44,88.16,10,Foggy,0,95.34,Winter,3808.54
2022-05-02,P0028,S067,351,454,479,552.11,41.61,5,Rainy,0,36.07,Summer,17946.12
2022-12-14,P0026,S019,203,405,444,441.34,80.03,10,Rainy,1,76.42,Autumn,29171.11
2022-12-17,P0014,S012,101,128,215,137.06,11.18,0,Foggy,0,12.3,Autumn,1431.36
2022-03-12,P0030,S037,359,265,366,312.13,69.29,0,Cloudy,0,67.98,Spring,18362.66
2022-07-26,P0002,S009,171,165,186,172.38,26.1,0,Snowy,1,29.83,Summer,4306.71
2022-08-07,P0011,S011,54,150,316,138.52,38.02,0,Snowy,0,38.86,Autumn,5702.31
2022-03-11,P0027,S017,64,442,496,379.15,18.72,0,Rainy,0,21.01,Spring,8272.88
2022-03-31,P0015,S060,206,65,80,74.47,71.37,5,Snowy,0,85.63,Summer,4407.17
2022-09-05,P0024,S059,322,489,637,484.98,87.84,0,Snowy,0,96.17,Spring,42952.05
2022-06-01,P0027,S072,101,465,576,534.88,94.08,20,Foggy,0,76.28,Autumn,34996.45
2022-11-15,P0006,S064,113,117,200,98.59,15.36,5,Snowy,0,16.33,Spring,1707.46
2022-01-03,P0019,S012,322,88,233,111.05,41.33,20,Sunny,0,41.93,Summer,2909.36
2022-12-27,P0023,S050,277,411,488,489.0,96.51,25,Rainy,0,92.15,Spring,29750.02
2022-10-14,P0030,S035,252,407,589,495.67,32.68,0,Cloudy,0,27.23,Summer,13301.93
2022-08-07,P0029,S012,453,156,202,196.5,14.47,0,Cloudy,0,13.87,Spring,2257.92
2022-09-25,P0025,S004,395,48,105,61.71,97.44,20,Rainy,0,95.87,Spring,3741.54
2022-03-08,P0013,S025,289,74,236,68.74,79.38,10,Snowy,0,78.76,Winter,5286.94
2022-04-20,P0017,S085,150,45,217,54.53,49.14,20,Foggy,1,48.24,Spring,1769.0
2022-11-03,P0018,S068,179,351,518,373.4,38.09,20,Sunny,0,34.23,Summer,10695.85
2022-09-02,P0018,S066,499,207,308,173.35,73.58,0,Sunny,1,78.6,Summer,15232.08
2022-05-13,P0014,S090,314,376,502,417.96,95.28,10,Sunny,1,101.97,Autumn,32242.09
2022-11-15,P0021,S038,342,99,266,125.88,66.96,25,Sunny,1,76.67,Spring,4971.63
2022-04-02,P0010,S026,66,401,476,379.83,36.92,20,Snowy,1,29.73,Spring,11844.82
2022-05-09,P0028,S076,380,305,397,248.02,15.13,0,Sunny,0,15.77,Autumn,4615.76
2022-06-08,P0005,S085,356,123,248,98.5,94.33,0,Rainy,0,82.59,Winter,11602.04
2022-10-27,P0001,S069,129,248,352,242.58,49.39,0,Cloudy,1,58.06,Autumn,12248.73
2022-09-23,P0001,S049,326,273,367,297.71,81.57,15,Rainy,1,77.15,Summer,18927.69
2022-02-08,P0024,S040,380,220,407,222.08,79.53,0,Cloudy,0,91.8,Winter,17497.11
2022-04-14,P0029,S077,459,171,242,157.86,28.32,0,Cloudy,0,23.28,Summer,4842.92
2022-08-17,P0027,S088,482,35,41,40.44,98.7,20,Sunny,0,104.62,Spring,2763.49
2022-11-28,P0030,S047,131,483,625,497.31,85.86,5,Rainy,1,93.8,Autumn,39395.08
2022-07-30,P0002,S080,354,366,464,470.1,76.16,0,Sunny,0,88.76,Winter,27875.72
2022-06-06,P0021,S065,177,316,357,266.66,63.79,10,Sunny,1,62.45,Autumn,18141.85
2022-06-03,P0018,S045,453,439,554,395.34,15.76,15,Cloudy,0,16.97,Autumn,5881.17
2022-06-24,P0029,S040,298,452,457,374.43,53.28,10,Snowy,0,63.13,Autumn,21675.44
2022-12-15,P0022,S071,185,442,640,431.69,96.43,0,Cloudy,0,93.07,Spring,42620.35
2022-08-10,P0027,S037,400,325,472,353.99,68.3,5,Rainy,1,62.91,Summer,21088.48
2022-03-27,P0026,S058,219,299,492,272.87,98.15,5,Rainy,0,83.17,Autumn,27879.16
2022-07-16,P0004,S023,431,493,524,579.27,89.47,20,Cloudy,1,99.63,Summer,35285.57
2022-05-23,P0030,S085,147,333,337,338.76,95.94,10,Rainy,0,94.36,Autumn,28754.01
2022-07-10,P0030,S054,120,320,340,362.32,96.87,15,Snowy,0,84.96,Summer,26348.99
2022-02-04,P0024,S039,229,115,251,118.4,78.85,0,Foggy,0,87.21,Winter,9067.26
2022-12-05,P0011,S091,278,364,545,444.16,68.15,0,Cloudy,0,80.45,Summer,24808.38
2022-11-21,P0017,S065,241,210,256,239.74,90.39,15,Sunny,0,107.47,Autumn,16134.36
2022-08-02,P0016,S057,364,277,375,285.46,97.57,0,Sunny,1,84.66,Spring,27027.06
2022-01-21,P0024,S046,310,353,501,289.39,44.11,10,Foggy,1,40.55,Winter,14015.09
2022-10-31,P0023,S100,473,123,291,103.88,56.01,20,Rainy,1,63.8,Summer,5511.74
2022-06-30,P0024,S009,134,468,513,484.8,55.76,15,Cloudy,1,54.67,Autumn,22179.45
2022-06-20,P0024,S001,407,30,117,36.8,36.26,15,Sunny,0,30.61,Summer,924.62
2022-05-07,P0003,S092,262,64,71,82.58,70.29,0,Foggy,0,59.41,Summer,4498.69
2022-02-28,P0004,S100,296,137,241,159.65,24.31,15,Snowy,1,26.01,Spring,2831.33
2022-02-01,P0008,S032,226,57,256,55.01,61.66,10,Foggy,0,71.91,Summer,3163.3
2022-06-16,P0014,S033,69,400,498,380.73,35.73,15,Foggy,1,37.68,Spring,12149.86
2022-07-22,P0009,S001,135,42,52,34.87,11.86,0,Cloudy,0,9.74,Summer,498.26
2022-08-01,P0018,S026,227,73,91,73.66,72.99,25,Sunny,1,59.46,Spring,3996.3
2022-10-31,P0025,S079,443,65,181,54.7,51.18,5,Foggy,0,59.2,Autumn,3160.58
2022-04-26,P0016,S034,397,349,390,328.77,91.31,15,Foggy,1,102.45,Summer,27088.4
2022-08-26,P0004,S094,188,161,166,172.61,85.33,15,Sunny,0,89.39,Spring,11677.83
2022-06-18,P0029,S083,470,218,378,218.75,30.71,20,Foggy,0,36.57,Autumn,5356.41
2022-02-14,P0010,S039,171,310,454,321.21,54.37,10,Sunny,0,56.07,Spring,15168.93
2022-11-18,P0016,S066,252,434,508,472.15,25.15,0,Cloudy,0,29.79,Summer,10914.64
2022-02-03,P0002,S066,361,269,333,241.11,32.9,10,Rainy,1,30.93,Autumn,7966.13
2022-02-27,P0023,S009,259,337,405,382.32,71.02,10,Snowy,0,76.77,Winter,21539.3
2022-10-19,P0007,S012,223,178,243,149.36,94.98,5,Rainy,1,98.62,Summer,16061.56
2022-05-27,P0001,S066,55,55,189,54.63,54.45,0,Cloudy,0,62.2,Winter,2994.79
2022-08-17,P0022,S056,258,4,166,4.31,96.3,0,Cloudy,0,92.02,Summer,385.19
2022-03-11,P0020,S034,280,282,286,325.47,63.78,0,Snowy,1,52.78,Autumn,17985.95
2022-12-16,P0027,S059,375,346,448,348.17,17.59,20,Cloudy,1,16.15,Winter,4868.21
2022-07-23,P0024,S001,310,64,257,78.95,22.99,0,Rainy,0,27.04,Winter,1471.51
2022-08-11,P0007,S078,426,361,510,367.52,85.68,5,Cloudy,1,75.28,Winter,29382.38
2022-10-08,P0020,S058,409,218,245,213.05,32.22,15,Foggy,1,26.53,Winter,5969.61
2022-06-28,P0022,S083,93,374,405,427.18,77.46,0,Rainy,0,83.83,Winter,28970.35
2022-11-18,P0029,S010,292,350,351,424.34,69.86,0,Rainy,1,58.54,Summer,24452.34
2022-12-31,P0029,S018,52,297,308,263.5,10.22,5,Sunny,0,9.62,Summer,2883.81
2022-07-31,P0006,S089,398,458,610,446.76,75.39,10,Snowy,1,65.82,Spring,31076.22
2022-04-23,P0014,S037,420,79,211,94.46,31.91,15,Cloudy,0,31.78,Spring,2142.76
2022-04-18,P0027,S036,249,83,179,97.23,24.55,20,Foggy,0,28.84,Autumn,1630.12
2022-02-05,P0028,S074,488,344,462,406.46,19.27,10,Snowy,0,16.81,Winter,5965.73
2022-01-20,P0011,S035,240,261,276,251.24,19.14,15,Cloudy,0,16.48,Summer,4246.11
2022-01-11,P0017,S094,115,409,601,365.6,87.38,15,Sunny,0,94.5,Spring,30375.97
2022-01-11,P0006,S083,418,1,135,0.98,79.98,10,Snowy,0,66.58,Spring,71.98
2022-11-27,P0009,S090,94,341,403,433.99,23.34,25,Cloudy,0,19.32,Summer,5968.46
