"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2017-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.3","","","","1"
"2017-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.6","","","","1"
"2017-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.1","","","","1"
"2018-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.9","","","","1"
"2018-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2018-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.2","","","","1"
"2018-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2018-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.9","","","","1"
"2018-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2018-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.7","","","","1"
"2018-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2018-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.9","","","","1"
"2018-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.2","","","","1"
"2018-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.1","","","","1"
"2018-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.5","","","","1"
"2019-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.2","","","","1"
"2019-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.8","","","","1"
"2019-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.1","","","","1"
"2019-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.2","","","","1"
"2019-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.7","","","","1"
"2019-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2019-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.2","","","","1"
"2019-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.5","","","","1"
"2019-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2019-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.3","","","","1"
"2019-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.9","","","","1"
"2019-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.4","","","","1"
"2020-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.8","","","","1"
"2020-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.4","","","","1"
"2020-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.2","","","","1"
"2020-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","14.4","","","","1"
"2020-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","13.9","","","","1"
"2020-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","11.5","","","","1"
"2020-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","10.4","","","","1"
"2020-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.7","","","","1"
"2020-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","11.3","","","","1"
"2020-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","10.5","","","","1"
"2020-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.9","","","","1"
"2020-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.7","","","","1"
"2021-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.8","","","","1"
"2021-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.5","","","","1"
"2021-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.4","","","","1"
"2021-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.9","","","","1"
"2021-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.3","","","","1"
"2021-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","10.1","","","","1"
"2021-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.5","","","","1"
"2021-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.6","","","","1"
"2021-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.6","","","","1"
"2021-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","9.4","","","","1"
"2021-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2021-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.6","","","","1"
"2022-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2022-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.5","","","","1"
"2022-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.2","","","","1"
"2022-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.9","","","","1"
"2022-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.3","","","","1"
"2022-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.4","","","","1"
"2022-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.4","","","","1"
"2022-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.0","","","","1"
"2022-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.5","","","","1"
"2022-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.4","","","","1"
"2022-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.0","","","","1"
"2022-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.5","","","","1"
"2023-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.0","","","","1"
"2023-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.2","","","","1"
"2023-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","5.8","","","","1"
"2023-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.4","","","","1"
"2023-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.2","","","","1"
"2023-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.6","","","","1"
"2023-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.3","","","","1"
"2023-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.6","","","","1"
"2023-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.3","","","","1"
"2023-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.8","","","","1"
"2023-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.4","","","","1"
"2023-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.5","","","","1"
"2024-01","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.9","","","","1"
"2024-02","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.1","","","","1"
"2024-03","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.9","","","","1"
"2024-04","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.0","","","","1"
"2024-05","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.3","","","","1"
"2024-06","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.5","","","","1"
"2024-07","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.1","","","","1"
"2024-08","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.4","","","","1"
"2024-09","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.6","","","","1"
"2024-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.9","","","","1"
"2024-11","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","6.7","","","","1"
"2024-12","New Brunswick","2021A000213","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063571","5.7.1.1.1.1","7.7","","","","1"
"2015-01","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.2","","","","1"
"2015-02","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.4","","","","1"
"2015-03","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.4","","","","1"
"2015-04","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.2","","","","1"
"2015-05","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.5","","","","1"
"2015-06","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.9","","","","1"
"2015-07","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.0","","","","1"
"2015-08","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.8","","","","1"
"2015-09","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.4","","","","1"
"2015-10","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.7","","","","1"
"2015-11","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.3","","","","1"
"2015-12","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.5","","","","1"
"2016-01","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.5","","","","1"
"2016-02","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.2","","","","1"
"2016-03","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.2","","","","1"
"2016-04","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.6","","","","1"
"2016-05","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.7","","","","1"
"2016-06","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.0","","","","1"
"2016-07","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.5","","","","1"
"2016-08","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.0","","","","1"
"2016-09","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.5","","","","1"
"2016-10","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.4","","","","1"
"2016-11","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","63.0","","","","1"
"2016-12","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.9","","","","1"
"2017-01","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.4","","","","1"
"2017-02","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.3","","","","1"
"2017-03","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.2","","","","1"
"2017-04","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.3","","","","1"
"2017-05","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.1","","","","1"
"2017-06","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.7","","","","1"
"2017-07","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.1","","","","1"
"2017-08","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.5","","","","1"
"2017-09","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.4","","","","1"
"2017-10","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.1","","","","1"
"2017-11","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.0","","","","1"
"2017-12","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.2","","","","1"
"2018-01","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.8","","","","1"
"2018-02","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.9","","","","1"
"2018-03","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.7","","","","1"
"2018-04","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.5","","","","1"
"2018-05","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.6","","","","1"
"2018-06","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.6","","","","1"
"2018-07","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.5","","","","1"
"2018-08","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.6","","","","1"
"2018-09","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.5","","","","1"
"2018-10","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.0","","","","1"
"2018-11","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.6","","","","1"
"2018-12","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.2","","","","1"
"2019-01","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.4","","","","1"
"2019-02","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.8","","","","1"
"2019-03","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.7","","","","1"
"2019-04","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.0","","","","1"
"2019-05","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.3","","","","1"
"2019-06","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.6","","","","1"
"2019-07","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.5","","","","1"
"2019-08","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","62.0","","","","1"
"2019-09","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.3","","","","1"
"2019-10","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.0","","","","1"
"2019-11","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","60.8","","","","1"
"2019-12","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","60.9","","","","1"
"2020-01","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.6","","","","1"
"2020-02","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","61.4","","","","1"
"2020-03","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","59.6","","","","1"
"2020-04","New Brunswick","2021A000213","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063572","5.8.1.1.1.1","56.1","","","","1"
