transaction_date,store_id,product_id,inventory,units_sold,units_ordered,unit_net_price,store_region,store_city,store_cluster,store_size_sqft,category,subcategory,product_launch_date,unit_orig_price,promo_active,promo_price,promo_start_date,promo_end_date,holiday_name,is_holiday,cpi_monthly,gdp_monthly,population_monthly,unemployment_rate_monthly,avg_temperature_c,precipitation_mm,units_sold_lag_1,units_sold_lag_7,units_sold_lag_14,units_sold_lag_30,units_sold_rolling_mean_7,units_sold_rolling_std_7,units_sold_rolling_min_7,units_sold_rolling_max_7,units_sold_rolling_mean_14,units_sold_rolling_std_14,units_sold_rolling_min_14,units_sold_rolling_max_14,units_sold_rolling_mean_30,units_sold_rolling_std_30,units_sold_rolling_min_30,units_sold_rolling_max_30,units_sold_rolling_mean_90,units_sold_rolling_std_90,units_sold_rolling_min_90,units_sold_rolling_max_90,year,month,day,dayofweek,dayofyear,week,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,discount_pct,promo_duration,promo_intensity,days_to_holiday,days_from_holiday,holiday_type,is_pre_holiday,is_post_holiday,temp_category,precip_category,weather_severity,cpi_change,gdp_change,unemployment_trend,units_sold_x_unit_net_price,units_sold_x_inventory,unit_net_price_x_units_sold,unit_net_price_x_inventory,inventory_x_units_sold,inventory_x_unit_net_price,inventory_poly_2,units_sold_poly_2,units_ordered_poly_2,unit_net_price_poly_2,store_size_sqft_poly_2,unit_orig_price_poly_2,promo_price_poly_2,cpi_monthly_poly_2,gdp_monthly_poly_2,population_monthly_poly_2,unemployment_rate_monthly_poly_2,avg_temperature_c_poly_2,precipitation_mm_poly_2,units_sold_lag_1_poly_2,units_sold_lag_7_poly_2,units_sold_lag_14_poly_2,units_sold_lag_30_poly_2,units_sold_rolling_mean_7_poly_2,units_sold_rolling_std_7_poly_2,units_sold_rolling_min_7_poly_2,units_sold_rolling_max_7_poly_2,units_sold_rolling_mean_14_poly_2,units_sold_rolling_std_14_poly_2,units_sold_rolling_min_14_poly_2,units_sold_rolling_max_14_poly_2,units_sold_rolling_mean_30_poly_2,units_sold_rolling_std_30_poly_2,units_sold_rolling_min_30_poly_2,units_sold_rolling_max_30_poly_2,units_sold_rolling_mean_90_poly_2,units_sold_rolling_std_90_poly_2,units_sold_rolling_min_90_poly_2,units_sold_rolling_max_90_poly_2,year_poly_2,month_poly_2,day_poly_2,dayofweek_poly_2,dayofyear_poly_2,week_poly_2,quarter_poly_2,discount_pct_poly_2,promo_duration_poly_2,promo_intensity_poly_2,days_to_holiday_poly_2,days_from_holiday_poly_2,weather_severity_poly_2,cpi_change_poly_2,gdp_change_poly_2,unemployment_trend_poly_2,units_sold_x_unit_net_price_poly_2,units_sold_x_inventory_poly_2,unit_net_price_x_units_sold_poly_2,unit_net_price_x_inventory_poly_2,inventory_x_units_sold_poly_2,inventory_x_unit_net_price_poly_2
2022-11-23,S011,P0005,148,0,0,25.96,Quebec,Victoria,Outlet,3693,Clothing,Pants,2022-03-16,40.0,True,26.07,2022-11-19,2022-12-01,New Year's Day,False,150.1,2205410,7161.6,3.8,-1.1813432835820896,82.43882352941176,22.0,,,,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,2022,11,23,2,327,47,4,False,False,False,False,False,False,False,35.099999999999994,12,4.212,0,0,No Holiday,False,False,Very Cold,Very Heavy,0.39921229895223853,-0.066542288557214,0.0033621168142237146,4.833333333333333,0.0,0,0.0,3842.08,0,3842.08,21904,0,0,673.9216,13638249,1600.0,679.6449,22530.01,4863833268100,51288514.56,14.44,1.3955719536645135,6796.159624913495,484.0,,,,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,4088484,121,529,4,106929,2209,16,1232.0099999999995,144,17.740944,0,0,0.15937045963473148,0.004427876166431533,1.130382947248582e-05,23.361111111111107,0.0,0,0.0,14761578.7264,0,14761578.7264
2022-10-28,S004,P0018,270,3,0,76.14,Nova Scotia,Quebec City,Outlet,3731,Sports,Tennis Racket,2022-10-22,120.0,True,77.28,2022-10-21,2022-10-31,New Year's Day,False,157.1,2206747,859.5,6.8,11.726,97.70769230769233,22.0,,,,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,2022,10,28,4,301,43,4,False,False,False,False,False,False,False,36.55,10,3.655,0,0,No Holiday,False,False,Mild,Very Heavy,0.6110512587156426,0.046635576282478386,0.0006062364821053379,5.433333333333333,228.42000000000002,810,228.42000000000002,20557.8,810,20557.8,72900,9,0,5797.2996,13920361,14400.0,5972.1984,24680.41,4869732322009,738740.25,46.239999999999995,137.49907600000003,9546.793136094679,484.0,,,,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,4088484,100,784,16,90601,1849,16,1335.9024999999997,100,13.359024999999999,0,0,0.37338364077797115,0.0021748769751988605,3.6752267223545563e-07,29.521111111111104,52175.69640000001,656100,52175.69640000001,422623140.84,656100,422623140.84
2022-07-25,S011,P0015,279,25,0,1.74,Quebec,Victoria,Outlet,3693,Groceries,Bread,2021-07-18,2.5,True,1.82,2022-07-17,2022-08-02,New Year's Day,False,148.6,2201010,7127.3,4.1,16.461940298507464,86.0125748502994,22.0,,,,25.0,4.949747468305833,25.0,25.0,25.0,4.949747468305833,25.0,25.0,25.0,4.949747468305833,25.0,25.0,25.0,4.949747468305833,25.0,25.0,2022,7,25,0,206,30,3,False,False,False,False,False,False,False,30.4,16,4.864,0,0,No Holiday,False,False,Mild,Very Heavy,0.6484215913398016,-0.05410566518141313,-0.0025997542989749656,4.8999999999999995,43.5,6975,43.5,485.46,6975,485.46,77841,625,0,3.0276,13638249,6.25,3.3124000000000002,22081.96,4844445020100,50798405.29,16.81,270.99547839162403,7398.1630323783575,484.0,,,,625.0,24.5,625.0,625.0,625.0,24.5,625.0,625.0,625.0,24.5,625.0,625.0,625.0,24.5,625.0,625.0,4088484,49,625,0,42436,900,9,924.16,256,23.658496,0,0,0.42045056011564064,0.0029274230047231812,6.758722415038814e-06,24.009999999999994,1892.25,48650625,1892.25,235671.4116,48650625,235671.4116
2023-04-01,S040,P0013,207,15,0,4.33,New Brunswick,Montreal,Outlet,5893,Groceries,Cereal,2021-01-22,5.0,True,4.49,2023-03-31,2023-04-16,New Year's Day,False,157.4,2229312,684.0,6.4,4.668,35.484,22.0,,,,15.0,4.949747468305833,15.0,15.0,15.0,4.949747468305833,15.0,15.0,15.0,4.949747468305833,15.0,15.0,15.0,4.949747468305833,15.0,15.0,2023,4,1,5,91,13,2,True,True,False,True,False,False,False,13.399999999999999,16,2.1439999999999997,0,0,No Holiday,False,False,Cold,Very Heavy,0.3695179941972241,0.05921938088829082,0.012858642168822598,5.766666666666666,64.95,3105,64.95,896.3100000000001,3105,896.3100000000001,42849,225,0,18.7489,34727449,25.0,20.160100000000003,24774.760000000002,4969831993344,467856.0,40.96000000000001,21.790224000000002,1259.114256,484.0,,,,225.0,24.5,225.0,225.0,225.0,24.5,225.0,225.0,225.0,24.5,225.0,225.0,225.0,24.5,225.0,225.0,4092529,16,1,25,8281,169,4,179.55999999999997,256,4.596735999999999,0,0,0.13654354803553972,0.003506935072792464,0.00016534467842582273,33.25444444444443,4218.5025000000005,9641025,4218.5025000000005,803371.6161000001,9641025,803371.6161000001
2022-08-26,S092,P0011,204,7,0,26.03,Manitoba,Vancouver,Outlet,5330,Toys,Board Game,2022-04-11,35.0,True,26.91,2022-08-25,2022-09-07,New Year's Day,False,154.6,2206930,1081.8,5.0,18.1078125,57.65454545454545,22.0,,,,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,2022,8,26,4,238,34,3,False,False,False,False,False,False,False,25.628571428571423,13,3.3317142857142854,0,0,No Holiday,False,False,Mild,Very Heavy,0.6047288236611683,-0.017789072426937835,-0.010039868802572238,5.166666666666665,182.21,1428,182.21,5310.12,1428,5310.12,41616,49,0,677.5609000000001,28408900,1225.0,724.1481,23901.16,4870540024900,1170291.24,25.0,327.8928735351563,3324.0466115702475,484.0,,,,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,4088484,64,676,16,56644,1156,9,656.8236734693875,169,11.10032008163265,0,0,0.3656969501666204,0.00031645109781084,0.0001007989655728633,26.69444444444443,33200.4841,2039184,33200.4841,28197374.4144,2039184,28197374.4144
2022-11-23,S010,P0005,112,2,0,25.35,Alberta,Winnipeg,Compact,4157,Clothing,Pants,2022-03-16,40.0,True,26.07,2022-11-19,2022-12-01,New Year's Day,False,161.6,2205410,3634.8,5.7,-8.053086419753086,18.270258620689653,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2022,11,23,2,327,47,4,False,False,False,False,False,False,False,36.625,12,4.395,0,0,No Holiday,False,False,Very Cold,Heavy,0.15568424584452795,0.04527813712807238,-0.0006887395612910074,5.7,50.7,224,50.7,2839.2000000000003,224,2839.2000000000003,12544,4,0,642.6225000000001,17280649,1600.0,679.6449,26114.559999999998,4863833268100,13211771.040000001,32.49,64.85220088401158,333.80235006688457,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4088484,121,529,4,106929,2209,16,1341.390625,144,19.316024999999996,0,0,0.02423758440417942,0.0020501097017885266,4.743621832873294e-07,32.49,2570.4900000000002,50176,2570.4900000000002,8061056.6400000015,50176,8061056.6400000015
2023-04-18,S065,P0004,308,3,0,15.83,Newfoundland,Quebec City,Outlet,4343,Clothing,Shirt,2022-02-08,25.0,True,16.33,2023-04-04,2023-04-21,New Year's Day,False,158.3,2229312,458.2,9.6,0.8893617021276595,31.1,22.0,,,,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,2023,4,18,1,108,16,2,False,False,False,False,False,False,False,36.68,17,6.2356,0,0,No Holiday,False,False,Cold,Very Heavy,0.30770251186743647,-0.020420792079207772,0.010837894087720734,6.766666666666666,47.49,924,47.49,4875.64,924,4875.64,94864,9,0,250.5889,18861649,625.0,266.66889999999995,25058.890000000003,4969831993344,209947.24,92.16,0.7909642372114077,967.21,484.0,,,,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,4092529,16,324,1,11664,256,4,1345.4224,289,38.88270736,0,0,0.09468083580952988,0.0004170087491422349,0.00011745994825665205,45.78777777777776,2255.3001000000004,853776,2255.3001000000004,23771865.409600005,853776,23771865.409600005
2023-05-27,S052,P0025,257,4,0,12.0,Nova Scotia,Halifax,Mall,5780,Beauty,Lipstick,2022-12-12,18.0,True,12.44,2023-05-12,2023-05-28,New Year's Day,False,158.8,2231269,873.9,6.1,8.49375,66.67631578947368,22.0,,,,4.0,4.949747468305833,4.0,4.0,4.0,4.949747468305833,4.0,4.0,4.0,4.949747468305833,4.0,4.0,4.0,4.949747468305833,4.0,4.0,2023,5,27,5,147,21,2,True,False,False,False,False,False,False,33.33333333333333,16,5.333333333333332,0,0,No Holiday,True,False,Cold,Very Heavy,0.4945236901468456,0.0031585596967782514,0.0008778493095626949,7.133333333333333,48.0,1028,48.0,3084.0,1028,3084.0,66049,16,0,144.0,33408400,324.0,154.75359999999998,25217.440000000002,4978561350361,763701.21,37.209999999999994,72.1437890625,4445.731087257616,484.0,,,,16.0,24.5,16.0,16.0,16.0,24.5,16.0,16.0,16.0,24.5,16.0,16.0,16.0,24.5,16.0,16.0,4092529,25,729,25,21609,441,4,1111.1111111111109,256,28.444444444444432,0,0,0.24455368011645337,9.976499358111919e-06,7.706194102997001e-07,50.88444444444444,2304.0,1056784,2304.0,9511056.0,1056784,9511056.0
2023-01-01,S088,P0003,303,2,0,310.29,Nova Scotia,Calgary,Compact,6486,Electronics,Tablet,2022-05-21,399.0,True,314.72,2023-01-01,2023-01-18,New Year's Day,True,157.3,2219088,864.0,5.3,0.49,194.04864864864865,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2023,1,1,6,1,52,1,True,True,False,True,False,True,False,22.23308270676691,17,3.779624060150375,0,0,New Year's Day,False,False,Cold,Very Heavy,0.6824291389084352,-0.009445843828715383,-0.005459225221163377,6.999999999999999,620.58,606,620.58,94017.87000000001,606,94017.87000000001,91809,4,0,96279.88410000001,42068196,159201.0,99048.67840000002,24743.290000000005,4924351551744,746496.0,28.09,0.24009999999999998,37654.87804236669,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4092529,1,1,36,1,2704,1,494.3099666459379,289,14.285558036067606,0,0,0.4657095296313083,8.92239656364805e-05,2.9803140015386325e-05,48.999999999999986,385119.53640000004,367236,385119.53640000004,8839359879.336903,367236,8839359879.336903
2022-11-23,S010,P0002,138,3,0,843.89,Alberta,Winnipeg,Compact,4157,Electronics,Laptop,2020-11-26,999.0,True,870.88,2022-11-10,2022-11-25,New Year's Day,False,161.6,2205410,3634.8,5.7,-8.053086419753086,18.270258620689653,22.0,,,,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,2022,11,23,2,327,47,4,False,False,False,False,False,False,False,15.526526526526526,15,2.328978978978979,0,0,No Holiday,False,True,Very Cold,Heavy,0.15568424584452795,0.027336300063572683,-0.0061637934142314554,5.699999999999999,2531.67,414,2531.67,116456.81999999999,414,116456.81999999999,19044,9,0,712150.3321,17280649,998001.0,758431.9744,26114.559999999998,4863833268100,13211771.040000001,32.49,64.85220088401158,333.80235006688457,484.0,,,,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,4088484,121,529,4,106929,2209,16,241.07302597893187,225,5.4241430845259675,0,0,0.02423758440417942,0.0007472733011656839,3.7992349253323065e-05,32.489999999999995,6409352.9889,171396,6409352.9889,13562190924.512398,171396,13562190924.512398
2022-12-12,S010,P0008,383,0,0,88.18,Alberta,Winnipeg,Compact,4157,Furniture,Table,2021-04-19,150.0,True,91.46,2022-12-02,2022-12-13,New Year's Day,False,160.8,2198020,3644.0,5.7,-16.334297520661156,17.213852813852814,22.0,,,,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,2022,12,12,0,346,50,4,False,False,False,False,False,False,False,41.21333333333333,11,4.5334666666666665,0,0,No Holiday,True,False,Very Cold,Heavy,0.040161992664571364,-0.004950495049504844,-0.003350850862197996,5.566666666666666,0.0,0,0.0,33772.94,0,33772.94,146689,0,0,7775.712400000001,17280649,22500.0,8364.931599999998,25856.640000000003,4831291920400,13278736.0,32.49,266.8092754934772,296.31672869698843,484.0,,,,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,4088484,144,144,0,119716,2500,16,1698.5388444444443,121,20.552320017777777,0,0,0.001612985654789084,2.4507401235171967e-05,1.1228201500693054e-05,30.987777777777776,0.0,0,0.0,1140611476.2436001,0,1140611476.2436001
2023-01-01,S087,P0029,337,2,0,7.88,Alberta,Halifax,Compact,5171,Health,Pain Relief,2021-10-09,12.0,True,8.22,2022-12-18,2023-01-06,New Year's Day,True,160.5,2219088,3657.9,6.0,-7.435918367346939,7.64595744680851,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2023,1,1,6,1,52,1,True,True,False,True,False,True,False,34.333333333333336,19,6.523333333333333,0,0,New Year's Day,False,False,Very Cold,Moderate,0.1393222309999154,-0.001865671641791078,0.009584990127478266,5.8,15.76,674,15.76,2655.56,674,2655.56,113569,4,0,62.0944,26739241,144.0,67.56840000000001,25760.25,4924351551744,13380232.41,36.0,55.29288196584756,58.460665278406516,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4092529,1,1,36,1,2704,1,1178.7777777777778,361,42.55387777777778,0,0,0.019410684050793787,3.4807306749834163e-06,9.187203574385582e-05,33.64,248.3776,454276,248.3776,7051998.9136,454276,7051998.9136
2022-07-25,S009,P0030,93,2,0,12.45,Alberta,Edmonton,Outlet,2678,Health,First Aid,2021-08-15,15.0,True,12.59,2022-07-13,2022-07-30,New Year's Day,False,161.4,2201010,3596.0,4.9,17.84795081967213,49.57863247863248,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2022,7,25,0,206,30,3,False,False,False,False,False,False,False,17.000000000000004,17,2.8900000000000006,0,0,No Holiday,False,True,Mild,Very Heavy,0.5823390375054299,0.005607476635514086,-0.008146589950466132,5.533333333333332,24.9,186,24.9,1157.85,186,1157.85,8649,4,0,155.00249999999997,7171684,225.0,158.50809999999998,26049.960000000003,4844445020100,12931216.0,24.010000000000005,318.549348461435,2458.0407984513113,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4088484,49,625,0,42436,900,9,289.0000000000001,289,8.352100000000004,0,0,0.33911875460275054,3.144379421783637e-05,6.636692782103578e-05,30.617777777777768,620.0099999999999,34596,620.0099999999999,1340616.6224999998,34596,1340616.6224999998
2023-04-01,S040,P0006,160,7,0,46.61,New Brunswick,Montreal,Outlet,5893,Clothing,Dress,2020-10-03,60.0,True,47.62,2023-03-31,2023-04-10,New Year's Day,False,157.4,2229312,684.0,6.4,4.668,35.484,22.0,,,,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,2023,4,1,5,91,13,2,True,True,False,True,False,False,False,22.316666666666666,10,2.2316666666666665,0,0,No Holiday,False,False,Cold,Very Heavy,0.3695179941972241,-0.024783147459727428,0.012858642168822598,5.766666666666667,326.27,1120,326.27,7457.6,1120,7457.6,25600,49,0,2172.4921,34727449,3600.0,2267.6643999999997,24774.760000000002,4969831993344,467856.0,40.96000000000001,21.790224000000002,1259.114256,484.0,,,,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,4092529,16,1,25,8281,169,4,498.0336111111111,100,4.98033611111111,0,0,0.13654354803553972,0.000614204398010594,0.00016534467842582273,33.254444444444445,106452.1129,1254400,106452.1129,55615797.760000005,1254400,55615797.760000005
2022-07-01,S075,P0013,300,24,0,4.04,Ontario,Vancouver,Compact,6732,Groceries,Cereal,2021-01-22,5.0,True,4.2,2022-06-22,2022-07-02,New Year's Day,False,154.6,2201010,12570.4,5.1,19.25333333333333,73.3529411764706,22.0,,,,24.0,4.949747468305833,24.0,24.0,24.0,4.949747468305833,24.0,24.0,24.0,4.949747468305833,24.0,24.0,24.0,4.949747468305833,24.0,24.0,2022,7,1,4,182,26,3,False,True,False,True,False,False,False,19.2,10,1.92,0,0,No Holiday,False,False,Mild,Very Heavy,0.6569940598858721,-0.017789072426937835,-0.012695396606666076,5.466666666666666,96.96000000000001,7200,96.96000000000001,1212.0,7200,1212.0,90000,576,0,16.3216,45319824,25.0,17.64,23901.16,4844445020100,158014956.16,26.009999999999998,370.69084444444434,5380.653979238755,484.0,,,,576.0,24.5,576.0,576.0,576.0,24.5,576.0,576.0,576.0,24.5,576.0,576.0,576.0,24.5,576.0,576.0,4088484,49,1,16,33124,676,9,368.64,100,3.6864,0,0,0.4316411947253209,0.00031645109781084,0.00016117309500054852,29.884444444444437,9401.241600000001,51840000,9401.241600000001,1468944.0,51840000,1468944.0
2023-02-20,S038,P0017,223,6,0,19.99,Ontario,Vancouver,Flagship,4446,Sports,Soccer Ball,2022-02-14,28.0,True,21.53,2023-02-14,2023-03-03,New Year's Day,False,156.4,2223989,12752.8,5.1,-7.667901234567902,46.48376623376623,22.0,,,,6.0,4.949747468305833,6.0,6.0,6.0,4.949747468305833,6.0,6.0,6.0,4.949747468305833,6.0,6.0,6.0,4.949747468305833,6.0,6.0,2023,2,20,0,51,8,1,False,False,False,False,False,False,False,28.607142857142865,17,4.863214285714287,0,0,No Holiday,False,False,Very Cold,Very Heavy,0.22676841998385683,0.011642949547218784,0.010440206995879109,5.533333333333332,119.94,1338,119.94,4457.7699999999995,1338,4457.7699999999995,49729,36,0,399.60009999999994,19766916,784.0,463.5409,24460.960000000003,4946127072121,162633907.83999997,26.009999999999998,58.79670934308795,2160.740523275426,484.0,,,,36.0,24.5,36.0,36.0,36.0,24.5,36.0,36.0,36.0,24.5,36.0,36.0,36.0,24.5,36.0,36.0,4092529,4,400,0,2601,64,1,818.36862244898,289,23.650853188775525,0,0,0.051423916301974876,0.00013555827415908208,0.00010899792211680308,30.617777777777768,14385.603599999999,1790244,14385.603599999999,19871713.372899994,1790244,19871713.372899994
2023-10-19,S091,P0009,194,1,0,598.29,Manitoba,Victoria,Express,7541,Furniture,Sofa,2021-11-30,800.0,True,607.31,2023-10-14,2023-10-24,New Year's Day,False,159.6,2234639,1118.2,5.1,4.531818181818182,43.663768115942034,22.0,,,,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,2023,10,19,3,292,42,4,False,False,False,False,False,False,False,25.213750000000008,10,2.521375000000001,0,0,No Holiday,False,False,Cold,Very Heavy,0.3867431845087428,0.020460358056265893,0.004788692749829293,5.1,598.29,194,598.29,116068.26,194,116068.26,37636,1,0,357950.92409999995,56866681,640000.0,368825.43609999993,25472.16,4993611460321,1250371.24,26.009999999999998,20.537376033057853,1906.5246460827561,484.0,,,,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,4092529,100,361,9,85264,1764,16,635.7331890625004,100,6.357331890625004,0,0,0.14957029076396347,0.0004186262517906046,2.2931578252267637e-05,26.009999999999998,357950.92409999995,37636,357950.92409999995,13471840979.427599,37636,13471840979.427599
2023-08-01,S003,P0017,344,3,0,22.73,New Brunswick,Montreal,Superstore,8215,Sports,Soccer Ball,2022-02-14,28.0,True,23.4,2023-07-23,2023-08-06,New Year's Day,False,158.9,2231565,692.1,7.6,17.22,179.99599999999998,22.0,,,,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,3.0,4.949747468305833,3.0,3.0,2023,8,1,1,213,31,3,False,True,False,False,False,False,False,18.82142857142857,14,2.635,0,0,No Holiday,False,False,Mild,Very Heavy,0.8780455001641811,-0.004385964912280604,-0.0013756136897279392,5.933333333333333,68.19,1032,68.19,7819.12,1032,7819.12,118336,9,0,516.6529,67486225,784.0,547.56,25249.210000000003,4979882349225,479002.41000000003,57.76,296.5284,32398.560015999992,484.0,,,,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,9.0,24.5,9.0,9.0,4092529,64,1,1,45369,961,9,354.24617346938766,196,6.943224999999999,0,0,0.770963900358567,1.923668821175661e-05,1.892313023366915e-06,35.204444444444434,4649.8760999999995,1065024,4649.8760999999995,61138637.5744,1065024,61138637.5744
2023-05-11,S084,P0007,113,2,0,68.72,Nova Scotia,Halifax,Compact,5968,Furniture,Chair,2020-01-22,85.0,True,71.54,2023-04-27,2023-05-16,New Year's Day,False,158.8,2231269,873.9,6.1,8.49375,66.67631578947368,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2023,5,11,3,131,19,2,False,False,False,False,False,False,False,19.152941176470588,19,3.6390588235294117,0,0,No Holiday,False,False,Cold,Very Heavy,0.4945236901468456,-0.0006293266205159576,-0.0001326423384485631,6.266666666666666,137.44,226,137.44,7765.36,226,7765.36,12769,4,0,4722.4384,35617024,7225.0,5117.971600000001,25217.440000000002,4978561350361,763701.21,37.209999999999994,72.1437890625,4445.731087257616,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4092529,25,121,9,17161,361,4,366.83515570934253,361,13.242749121107266,0,0,0.24455368011645337,3.9605199529003603e-07,1.7593989949103162e-08,39.2711111111111,18889.7536,51076,18889.7536,60300815.92959999,51076,60300815.92959999
2022-10-28,S007,P0018,300,2,0,76.32,Nova Scotia,Halifax,Express,8721,Sports,Tennis Racket,2022-10-22,120.0,True,77.28,2022-10-21,2022-10-31,New Year's Day,False,157.1,2206747,859.5,6.8,11.726,97.70769230769233,22.0,,,,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2.0,4.949747468305833,2.0,2.0,2022,10,28,4,301,43,4,False,False,False,False,False,False,False,36.400000000000006,10,3.6400000000000006,0,0,No Holiday,False,False,Mild,Very Heavy,0.6110512587156426,-0.010705289672544138,-0.010990158515176818,6.833333333333332,152.64,600,152.64,22895.999999999996,600,22895.999999999996,90000,4,0,5824.742399999999,76055841,14400.0,5972.1984,24680.41,4869732322009,738740.25,46.239999999999995,137.49907600000003,9546.793136094679,484.0,,,,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4.0,24.5,4.0,4.0,4088484,100,784,16,90601,1849,16,1324.9600000000005,100,13.249600000000004,0,0,0.37338364077797115,0.00011460322697308018,0.00012078358418871352,46.69444444444443,23298.969599999997,360000,23298.969599999997,524226815.9999998,360000,524226815.9999998
2023-02-20,S038,P0011,310,1,0,22.24,Ontario,Vancouver,Flagship,4446,Toys,Board Game,2022-04-11,35.0,True,22.76,2023-02-11,2023-02-20,New Year's Day,False,156.4,2223989,12752.8,5.1,-7.667901234567902,46.48376623376623,22.0,,,,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,2023,2,20,0,51,8,1,False,False,False,False,False,False,False,36.45714285714286,9,3.2811428571428576,0,0,No Holiday,False,False,Very Cold,Very Heavy,0.22676841998385683,-0.004455760661998709,0.00781331072388447,6.0,22.24,310,22.24,6894.4,310,6894.4,96100,1,0,494.6175999999999,19766916,1225.0,518.0176,24460.960000000003,4946127072121,162633907.83999997,26.009999999999998,58.79670934308795,2160.740523275426,484.0,,,,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,4092529,4,400,0,2601,64,1,1329.123265306123,81,10.765898448979595,0,0,0.051423916301974876,1.9853803077015174e-05,6.104782446796806e-05,36.0,494.6175999999999,96100,494.6175999999999,47532751.35999999,96100,47532751.35999999
